1,15,8,0.086580087
1,7,5,0.091503268
2,8,1,0.177489177
5,5,1,0.087719298
2,5,1,0.196969697
3,7,1,0.317028986
1,7,4,0.182788051
3,8,1,0.161904762
1,3,2,0.416666667
2,6,2,0.115384615
4,20,1,0.058039216
1,16,8,0.086021505
4,3,1,0.192982456
5,11,1,0.081792319
9,6,1,0.05952381
3,2,1,0.2
2,14,1,0.05
3,5,1,0.104761905
5,2,1,0.111111111
6,9,1,0.077235772
3,7,1,0.115384615
6,3,1,0.133333333
6,2,1,0.133333333
7,2,1,0.076923077
6,8,1,0.067028986
1,2,1,1
7,2,1,0.076923077
3,12,1,0.065789474
1,1,1,1
1,1,1,1
3,2,1,0.361111111
2,1,1,0
3,6,1,0.143939394
4,1,1,0
1,4,2,0.166666667
2,1,1,0
2,1,1,0
1,2,1,1
4,5,1,0.217948718
3,3,1,0.236363636
4,6,1,0.112554113
2,1,1,0
1,7,4,0.104575163
3,4,1,0.166666667
4,3,1,0.211111111
1,7,4,0.117647059
3,1,1,0
3,1,1,0
1,8,4,0.255263158
2,3,1,0.133333333
4,5,1,0.072727273
3,1,1,0
3,1,1,0
3,2,1,0.107142857
2,1,1,0
2,1,1,0
5,5,1,0.140350877
7,4,1,0.157894737
2,2,1,0.2
3,2,1,0.2
3,2,1,0.2
1,2,1,0.666666667
6,6,1,0.080952381
3,8,1,0.066666667
2,6,2,0.254901961
2,5,2,0.166666667
2,2,1,0.2
1,8,4,0.196969697
1,13,7,0.110526316
1,6,3,0.066666667
1,2,2,0
4,6,1,0.154411765
3,12,1,0.071052632
2,9,1,0.195833333
2,2,1,0.333333333
1,5,3,0.1
2,3,1,0.511111111
2,7,2,0.113636364
1,2,1,1
19,3,1,0.042811839
3,1,1,0
33,46,1,0.026651609
33,46,1,0.026651609
39,15,1,0.041957345
39,15,1,0.041957345
3,7,1,0.085714286
2,8,1,0.152380952
1,7,4,0.241666667
2,2,1,0.333333333
4,3,1,0.230769231
2,2,1,0.333333333
2,2,1,0.333333333
2,1,1,0
1,10,5,0.160660661
3,2,1,0.142857143
1,9,5,0.109090909
3,2,1,0.2
5,2,1,0.2
3,12,1,0.106719368
4,17,1,0.066604995
1,12,6,0.088505747
2,4,1,0.424242424
4,4,1,0.333333333
3,6,1,0.16374269
1,7,4,0.138888889
3,4,1,0.311111111
5,2,1,0.111111111
2,14,1,0.052536232
2,5,2,0.115384615
3,1,1,0
5,4,1,0.156862745
3,7,1,0.104761905
4,2,1,0.142857143
1,1,1,1
1,1,1,1
3,1,1,0
2,1,1,0
1,2,1,1
6,1,1,0
1,11,6,0.055263158
1,1,1,1
1,1,1,1
2,2,1,0.5
3,5,1,0.104395604
2,2,1,0.1
1,4,2,0.166666667
1,2,1,1
1,1,1,1
5,5,1,0.090909091
2,2,1,0.5
1,2,1,1
1,2,1,1
2,4,1,0.133333333
3,10,1,0.075163399
2,9,1,0.083333333
5,1,1,0
2,3,1,0.366666667
2,3,1,0.133333333
2,5,1,0.310606061
6,1,1,0
3,1,1,0
3,4,1,0.128205128
4,1,1,0
4,3,1,0.111111111
2,2,1,0.2
2,1,1,0
1,3,2,0.5
2,3,1,0.133333333
3,4,1,0.225274725
2,6,2,0.115384615
3,5,1,0.217948718
2,5,2,0.166666667
2,2,1,0.333333333
1,7,4,0.212121212
1,13,7,0.116959064
1,8,4,0.035714286
2,3,1,0.2
5,6,1,0.131578947
2,12,1,0.075163399
1,4,2,0.3
2,1,1,0
3,3,1,0.083333333
2,2,1,0.066666667
18,3,1,0.048051948
1,3,2,0.266666667
1,15,8,0.079051383
1,7,5,0.134210526
2,6,1,0.213438735
3,4,1,0.107142857
6,6,1,0.063333333
1,11,6,0.157142857
3,6,1,0.298924731
6,2,1,0.090909091
3,6,1,0.180952381
3,1,1,0
3,1,1,0
3,9,1,0.165079365
1,3,2,0.416666667
3,6,1,0.163636364
6,3,1,0.057142857
4,4,1,0.051282051
2,3,1,0.133333333
6,10,1,0.094017094
8,17,1,0.049304295
3,12,1,0.053781513
1,5,3,0.345454545
2,7,1,0.339181287
4,11,1,0.168168168
1,5,3,0.309090909
3,4,1,0.242424242
7,6,1,0.071146245
2,5,1,0.095238095
2,14,1,0.05
1,10,5,0.102564103
3,6,1,0.066666667
2,1,1,0
4,5,1,0.095384615
3,7,1,0.119047619
10,4,1,0.080645161
